"Caledonian Road","http://www.doogal.co.uk/StationMap.php?station=Caledonian%20Road","51.547885","-0.118346","2"
"Caledonian Road and Barnsbury","http://www.doogal.co.uk/StationMap.php?station=Caledonian%20Road%20and%20Barnsbury","51.543285","-0.11519","2"
"Cambridge Heath","http://www.doogal.co.uk/StationMap.php?station=Cambridge%20Heath","51.53206","-0.057189","2"
"Camden Road","http://www.doogal.co.uk/StationMap.php?station=Camden%20Road","51.541851","-0.139189","2"
"Camden Town","http://www.doogal.co.uk/StationMap.php?station=Camden%20Town","51.539969","-0.142438","2"
"Canada Water","http://www.doogal.co.uk/StationMap.php?station=Canada%20Water","51.498168","-0.050793","2"
"Canary Wharf","http://www.doogal.co.uk/StationMap.php?station=Canary%20Wharf","51.503578","-0.019452","2"
"Canning Town","http://www.doogal.co.uk/StationMap.php?station=Canning%20Town","51.51387","0.00832","3"
"Cannon Street","http://www.doogal.co.uk/StationMap.php?station=Cannon%20Street","51.511362","-0.090236","1"
"Canonbury","http://www.doogal.co.uk/StationMap.php?station=Canonbury","51.548188","-0.09256","2"
"Canons Park","http://www.doogal.co.uk/StationMap.php?station=Canons%20Park","51.607651","-0.294377","5"
"Carpenders Park","http://www.doogal.co.uk/StationMap.php?station=Carpenders%20Park","51.628187","-0.385815","7"
"Carshalton","http://www.doogal.co.uk/StationMap.php?station=Carshalton","51.368426","-0.166384","5"
"Carshalton Beeches","http://www.doogal.co.uk/StationMap.php?station=Carshalton%20Beeches","51.357387","-0.169482","5"
"Castle Bar Park","http://www.doogal.co.uk/StationMap.php?station=Castle%20Bar%20Park","51.522974","-0.33149","4"
"Caterham","http://www.doogal.co.uk/StationMap.php?station=Caterham","51.282163","-0.078593","6"
"Cobham and Stoke D'Abernon","http://www.doogal.co.uk/StationMap.php?station=Cobham%20and%20Stoke%20D%27Abernon","51.318347","-0.389022",""
"Catford","http://www.doogal.co.uk/StationMap.php?station=Catford","51.444265","-0.026524","3"
"Catford Bridge","http://www.doogal.co.uk/StationMap.php?station=Catford%20Bridge","51.444695","-0.024807","3"
"Chadwell Heath","http://www.doogal.co.uk/StationMap.php?station=Chadwell%20Heath","51.568047","0.128916","5"
"Chafford Hundred","http://www.doogal.co.uk/StationMap.php?station=Chafford%20Hundred","51.485554","0.28749","7"
"Chalfont and Latimer","http://www.doogal.co.uk/StationMap.php?station=Chalfont%20and%20Latimer","51.667908","-0.561053","8"
"Chalk Farm","http://www.doogal.co.uk/StationMap.php?station=Chalk%20Farm","51.544149","-0.153719","2"
"Chancery Lane","http://www.doogal.co.uk/StationMap.php?station=Chancery%20Lane","51.518494","-0.111948","1"
"Charing Cross","http://www.doogal.co.uk/StationMap.php?station=Charing%20Cross","51.508359","-0.124789","1"
"Charlton","http://www.doogal.co.uk/StationMap.php?station=Charlton","51.486835","0.030956","3"
"Cheam","http://www.doogal.co.uk/StationMap.php?station=Cheam","51.35546","-0.214197","5"
"Chelsfield","http://www.doogal.co.uk/StationMap.php?station=Chelsfield","51.356265","0.108998","6"
"Chesham","http://www.doogal.co.uk/StationMap.php?station=Chesham","51.70538","-0.611415","9"
"Cheshunt","http://www.doogal.co.uk/StationMap.php?station=Cheshunt","51.702873","-0.023873","8"
"Chessington North","http://www.doogal.co.uk/StationMap.php?station=Chessington%20North","51.364243","-0.300462","6"
"Chessington South","http://www.doogal.co.uk/StationMap.php?station=Chessington%20South","51.356705","-0.307075","6"
"Chigwell","http://www.doogal.co.uk/StationMap.php?station=Chigwell","51.617858","0.076194","4"
"Dartford","http://www.doogal.co.uk/StationMap.php?station=Dartford","51.4474","0.218098",""
"Chingford","http://www.doogal.co.uk/StationMap.php?station=Chingford","51.633253","0.009529","5"
"Chipstead","http://www.doogal.co.uk/StationMap.php?station=Chipstead","51.309275","-0.169432","6"
"Chislehurst","http://www.doogal.co.uk/StationMap.php?station=Chislehurst","51.405598","0.057506","5"
"Chiswick","http://www.doogal.co.uk/StationMap.php?station=Chiswick","51.480782","-0.266999","3"
"Chiswick Park","http://www.doogal.co.uk/StationMap.php?station=Chiswick%20Park","51.494371","-0.267723","3"
"Chorleywood","http://www.doogal.co.uk/StationMap.php?station=Chorleywood","51.654266","-0.518319","7"
"City Thameslink","http://www.doogal.co.uk/StationMap.php?station=City%20Thameslink","51.513935","-0.103604","1"
"Clapham Common","http://www.doogal.co.uk/StationMap.php?station=Clapham%20Common","51.461804","-0.138301","2"
"Clapham High Street","http://www.doogal.co.uk/StationMap.php?station=Clapham%20High%20Street","51.46547","-0.13245","2"
"Clapham Junction","http://www.doogal.co.uk/StationMap.php?station=Clapham%20Junction","51.464367","-0.170301","2"
"Clapham North","http://www.doogal.co.uk/StationMap.php?station=Clapham%20North","51.464916","-0.129896","2"
"Clapham South","http://www.doogal.co.uk/StationMap.php?station=Clapham%20South","51.452677","-0.14797","2,3"
"Clapton","http://www.doogal.co.uk/StationMap.php?station=Clapton","51.561569","-0.057475","2"
"Clock House","http://www.doogal.co.uk/StationMap.php?station=Clock%20House","51.408541","-0.040688","4"
"Cockfosters","http://www.doogal.co.uk/StationMap.php?station=Cockfosters","51.652024","-0.149902","5"
"Colindale","http://www.doogal.co.uk/StationMap.php?station=Colindale","51.595231","-0.250273","4"
"Colliers Wood","http://www.doogal.co.uk/StationMap.php?station=Colliers%20Wood","51.418759","-0.177401","3"
"Coulsdon South","http://www.doogal.co.uk/StationMap.php?station=Coulsdon%20South","51.315801","-0.137889","6"
"Covent Garden","http://www.doogal.co.uk/StationMap.php?station=Covent%20Garden","51.51276","-0.124492","1"
"Crayford","http://www.doogal.co.uk/StationMap.php?station=Crayford","51.448547","0.178517","6"
"Crews Hill","http://www.doogal.co.uk/StationMap.php?station=Crews%20Hill","51.684475","-0.10683","6"
"Cricklewood","http://www.doogal.co.uk/StationMap.php?station=Cricklewood","51.558423","-0.212534","3"
"Crofton Park","http://www.doogal.co.uk/StationMap.php?station=Crofton%20Park","51.455179","-0.036532","3"
"Crossharbour and London Arena","http://www.doogal.co.uk/StationMap.php?station=Crossharbour%20and%20London%20Arena","51.49584","-0.014918","2"
"Crouch Hill","http://www.doogal.co.uk/StationMap.php?station=Crouch%20Hill","51.571327","-0.117119","3"
"Croxley","http://www.doogal.co.uk/StationMap.php?station=Croxley","51.647005","-0.441589","7"
"Crystal Palace","http://www.doogal.co.uk/StationMap.php?station=Crystal%20Palace","51.41817","-0.072593","3,4"
"Custom House","http://www.doogal.co.uk/StationMap.php?station=Custom%20House","51.509622","0.025787","3"
"Cutty Sark for Maritime Greenwich","http://www.doogal.co.uk/StationMap.php?station=Cutty%20Sark%20for%20Maritime%20Greenwich","51.481944","-0.010567","2"
"Cyprus","http://www.doogal.co.uk/StationMap.php?station=Cyprus","51.508527","0.063855","3"
"Dagenham Dock","http://www.doogal.co.uk/StationMap.php?station=Dagenham%20Dock","51.526287","0.145045","5"
"Dagenham East","http://www.doogal.co.uk/StationMap.php?station=Dagenham%20East","51.544187","0.165848","5"
"Dagenham Heathway","http://www.doogal.co.uk/StationMap.php?station=Dagenham%20Heathway","51.541212","0.147694","5"
"Dalston Junction","http://www.doogal.co.uk/StationMap.php?station=Dalston%20Junction","51.546094","-0.07498","2"
"Dalston Kingsland","http://www.doogal.co.uk/StationMap.php?station=Dalston%20Kingsland","51.548668","-0.076213","2"
"Debden","http://www.doogal.co.uk/StationMap.php?station=Debden","51.645492","0.083816","6"
"Denmark Hill","http://www.doogal.co.uk/StationMap.php?station=Denmark%20Hill","51.468201","-0.090973","2"
"Deptford","http://www.doogal.co.uk/StationMap.php?station=Deptford","51.47889","-0.026182","2"
"Deptford Bridge","http://www.doogal.co.uk/StationMap.php?station=Deptford%20Bridge","51.474477","-0.022038","2,3"
"Devons Road","http://www.doogal.co.uk/StationMap.php?station=Devons%20Road","51.522258","-0.017993","2"
"Dollis Hill","http://www.doogal.co.uk/StationMap.php?station=Dollis%20Hill","51.551851","-0.238783","3"
"Drayton Green","http://www.doogal.co.uk/StationMap.php?station=Drayton%20Green","51.516005","-0.329597","4"
"Drayton Park","http://www.doogal.co.uk/StationMap.php?station=Drayton%20Park","51.553078","-0.105756","2"
"Ealing Broadway","http://www.doogal.co.uk/StationMap.php?station=Ealing%20Broadway","51.514862","-0.301996","3"
"Ealing Common","http://www.doogal.co.uk/StationMap.php?station=Ealing%20Common","51.510249","-0.287137","3"
"Earls Court","http://www.doogal.co.uk/StationMap.php?station=Earls%20Court","51.491357","-0.194299","1,2"
"Earlsfield","http://www.doogal.co.uk/StationMap.php?station=Earlsfield","51.442239","-0.187258","3"
"East Acton","http://www.doogal.co.uk/StationMap.php?station=East%20Acton","51.516263","-0.248098","2"
"East Croydon","http://www.doogal.co.uk/StationMap.php?station=East%20Croydon","51.375716","-0.091849","5"
"East Dulwich","http://www.doogal.co.uk/StationMap.php?station=East%20Dulwich","51.461626","-0.080422","2"
"East Finchley","http://www.doogal.co.uk/StationMap.php?station=East%20Finchley","51.587333","-0.164729","3"
"East Ham","http://www.doogal.co.uk/StationMap.php?station=East%20Ham","51.539246","0.051531","3,4"
"East India","http://www.doogal.co.uk/StationMap.php?station=East%20India","51.508684","-0.002356","2,3"
"East Putney","http://www.doogal.co.uk/StationMap.php?station=East%20Putney","51.45888","-0.210984","2,3"
"Eastcote","http://www.doogal.co.uk/StationMap.php?station=Eastcote","51.576552","-0.396809","5"
"Eden Park","http://www.doogal.co.uk/StationMap.php?station=Eden%20Park","51.390796","-0.026655","5"
"Edgware","http://www.doogal.co.uk/StationMap.php?station=Edgware","51.61423","-0.275079","5"
"Edgware Road (Bakerloo)","http://www.doogal.co.uk/StationMap.php?station=Edgware%20Road%20%28Bakerloo%29","51.520645","-0.170525","1"
"Edgware Road (Circle/District/Hammersmith and City)","http://www.doogal.co.uk/StationMap.php?station=Edgware%20Road%20%28Circle%2FDistrict%2FHammersmith%20and%20City%29","51.519998","-0.167654","1"
"Edmonton Green","http://www.doogal.co.uk/StationMap.php?station=Edmonton%20Green","51.625116","-0.061625","4"
"Elephant and Castle","http://www.doogal.co.uk/StationMap.php?station=Elephant%20and%20Castle","51.495849","-0.100724","1,2"
"Elm Park","http://www.doogal.co.uk/StationMap.php?station=Elm%20Park","51.549125","0.197267","6"
"Elmers End","http://www.doogal.co.uk/StationMap.php?station=Elmers%20End","51.398291","-0.049449","4"
"Elmstead Woods","http://www.doogal.co.uk/StationMap.php?station=Elmstead%20Woods","51.417081","0.044244","4"
"Elstree and Borehamwood","http://www.doogal.co.uk/StationMap.php?station=Elstree%20and%20Borehamwood","51.652876","-0.279814","6"
"Eltham","http://www.doogal.co.uk/StationMap.php?station=Eltham","51.455662","0.052344","4"
"Elverson Road","http://www.doogal.co.uk/StationMap.php?station=Elverson%20Road","51.468372","-0.016802","2,3"
"Embankment","http://www.doogal.co.uk/StationMap.php?station=Embankment","51.507313","-0.122353","1"
"Emerson Park","http://www.doogal.co.uk/StationMap.php?station=Emerson%20Park","51.569115","0.220237","6"
"Enfield Chase","http://www.doogal.co.uk/StationMap.php?station=Enfield%20Chase","51.652722","-0.09069","5"
"Enfield Lock","http://www.doogal.co.uk/StationMap.php?station=Enfield%20Lock","51.670846","-0.028377","6"
"Enfield Town","http://www.doogal.co.uk/StationMap.php?station=Enfield%20Town","51.65197","-0.079315","5"
"Epping","http://www.doogal.co.uk/StationMap.php?station=Epping","51.693686","0.11384","6"
"Epsom Downs","http://www.doogal.co.uk/StationMap.php?station=Epsom%20Downs","51.323659","-0.238956","6"
"Erith","http://www.doogal.co.uk/StationMap.php?station=Erith","51.481648","0.174276","6"
"Essex Road","http://www.doogal.co.uk/StationMap.php?station=Essex%20Road","51.540633","-0.096351","2"
"Euston","http://www.doogal.co.uk/StationMap.php?station=Euston","51.528664","-0.133282","1"
"Euston Square","http://www.doogal.co.uk/StationMap.php?station=Euston%20Square","51.528664","-0.133282","1"
"Ewell East","http://www.doogal.co.uk/StationMap.php?station=Ewell%20East","51.345244","-0.241489","6"
"Ewell West","http://www.doogal.co.uk/StationMap.php?station=Ewell%20West","51.349991","-0.257075","6"
"Fairlop","http://www.doogal.co.uk/StationMap.php?station=Fairlop","51.59611","0.090608","4"
